title	Type	Label	Cost Normal	Cost Hyper	Cost Another	SP DJ Points	DP DJ Points	SPB Unlocked	SPB Rating	SPB Lamp	SPB Letter	SPB EX Score	SPB Miss Count	SPB Note Count	SPB DJ Points	SPN Unlocked	SPN Rating	SPN Lamp	SPN Letter	SPN EX Score	SPN Miss Count	SPN Note Count	SPN DJ Points	SPH Unlocked	SPH Rating	SPH Lamp	SPH Letter	SPH EX Score	SPH Miss Count	SPH Note Count	SPH DJ Points	SPA Unlocked	SPA Rating	SPA Lamp	SPA Letter	SPA EX Score	SPA Miss Count	SPA Note Count	SPA DJ Points	SPL Unlocked	SPL Rating	SPL Lamp	SPL Letter	SPL EX Score	SPL Miss Count	SPL Note Count	SPL DJ Points	DPN Unlocked	DPN Rating	DPN Lamp	DPN Letter	DPN EX Score	DPN Miss Count	DPN Note Count	DPN DJ Points	DPH Unlocked	DPH Rating	DPH Lamp	DPH Letter	DPH EX Score	DPH Miss Count	DPH Note Count	DPH DJ Points	DPA Unlocked	DPA Rating	DPA Lamp	DPA Letter	DPA EX Score	DPA Miss Count	DPA Note Count	DPA DJ Points	DPL Unlocked	DPL Rating	DPL Lamp	DPL Letter	DPL EX Score	DPL Miss Count	DPL Note Count	DPL DJ Points
Yabis Starlight	Bits	Bits	5000	8000	5000	25.564	0									FALSE	5	NP	F	0	-	476		TRUE	8	FC	AA	1249	0	727		TRUE	10	EX	AA	1826	11	1139	2.55640000E+001									FALSE	5	NP	F	0	-	497		TRUE	8	NP	F	0	-	731																		
earth-like planet	Bits	Bits	4000	6500	9500	24.9255	0									FALSE	4	NP	F	0	-	394		FALSE	7	NP	F	0	-	675		TRUE	10	FC	AA	1719	2	1048	2.49255000E+001									FALSE	4	NP	F	0	-	393		FALSE	6	NP	F	0	-	660		TRUE	9	NP	F	0	-	1018										
花吹雪 ～ IIDX LIMITED ～	Base	Base	0	0	0	17.139	0									TRUE	4	NP	F	0	-	367		TRUE	6	NP	F	0	-	573		TRUE	8	FC	AA	1182	1	719	1.71390000E+001									TRUE	5	NP	F	0	-	493		TRUE	7	NP	F	0	-	615		TRUE	8	NP	F	0	-	838										
電人、暁に斃れる。	Bits	Bits	7000	10000	12000	23.4225	0	TRUE	3	NP	F	0	-	335		FALSE	7	NP	F	0	-	785		TRUE	10	EX	A	1735	18	1255	2.34225000E+001	TRUE	12	NC	C	1903	72	1725										FALSE	7	NP	F	0	-	775		TRUE	10	NP	F	0	-	1207		TRUE	12	NP	F	0	-	1732										
FIRE FIRE	Bits	Bits	7000	9500	11500	22.212	0	TRUE	3	NP	F	0	-	287		FALSE	7	NP	F	0	-	616		TRUE	10	EX	AA	1455	6	927		TRUE	12	HC	B	1851	45	1405	2.22120000E+001									FALSE	7	NP	F	0	-	616		TRUE	9	NP	F	0	-	962		TRUE	11	NP	F	0	-	1162										
the shadow	Bits	Bits	5500	9000	11000	26.546	0									FALSE	6	NP	F	0	-	618		TRUE	9	EX	AA	1693	9	1084		TRUE	11	HC	A	2042	31	1480	2.65460000E+001									FALSE	5	NP	F	0	-	616		TRUE	9	NP	F	0	-	1090		TRUE	11	NP	F	0	-	1394										
Second Heaven	Base	Base	0	0	0	20.306	0	TRUE	1	NP	F	0	-	112		TRUE	5	NP	F	0	-	500		TRUE	8	FC	AA	1390	2	787		TRUE	11	HC	A	1562	33	1069	2.03060000E+001									TRUE	6	NP	F	0	-	500		TRUE	8	NP	F	0	-	704		TRUE	11	NP	F	0	-	1069										
Dreaming Sweetness	Bits	Bits	6000	8000	10000	24.808	0									FALSE	6	NP	F	0	-	611		TRUE	8	FC	AA	1413	0	805		TRUE	10	EX	AA	1772	9	1073	2.48080000E+001									FALSE	6	NP	F	0	-	609		TRUE	8	NP	F	0	-	795		TRUE	10	NP	F	0	-	1058										
heaven above	Bits	Bits	5000	7000	9000	23.2	0									FALSE	5	NP	F	0	-	418		FALSE	7	NP	F	0	-	711		TRUE	9	FC	AA	1600	0	928	2.32000000E+001									FALSE	5	NP	F	0	-	419		FALSE	7	NP	F	0	-	706		TRUE	9	NP	F	0	-	921										
シティ・エンジェル	Bits	Bits	5000	7000	10000	21.812	0									FALSE	5	NP	F	0	-	519		FALSE	7	NP	F	0	-	676		TRUE	10	FC	A	1558	4	1006	2.18120000E+001									FALSE	5	NP	F	0	-	533		FALSE	7	NP	F	0	-	602		TRUE	10	NP	F	0	-	1017										
カミロ・ウナ・メンデス	Bits	Bits	3500	7000	5000	22.12	0									FALSE	3	NP	F	0	-	323		FALSE	7	NP	F	0	-	629		TRUE	10	EX	AA	1580	6	981	2.21200000E+001									FALSE	4	NP	F	0	-	325		FALSE	7	NP	F	0	-	629																		
KAMAITACHI	Base	Base	0	0	0	27.0675	0									TRUE	6	NP	F	0	-	647		TRUE	9	FC	AA	1721	3	1039		TRUE	11	EX	A	2005	9	1368	2.70675000E+001	TRUE	12	NP	F	0	-	2000		TRUE	8	NP	F	0	-	1005		TRUE	10	NP	F	0	-	1335		TRUE	12	NP	F	0	-	1662		TRUE	12	NP	F	0	-	2000		
METALLIC MIND	Bits	Bits	4500	7500	4500	18.452	0									FALSE	4	NP	F	0	-	451		TRUE	8	EX	A	1139	9	735		TRUE	9	EX	AA	1318	15	832	1.84520000E+001									FALSE	5	NP	F	0	-	451		TRUE	7	NP	F	0	-	736																		
My Only Shining Star	Bits	Bits	5500	7000	9000	21.895	0									FALSE	5	NP	F	0	-	590		FALSE	7	NP	F	0	-	716		TRUE	9	FC	AA	1510	1	957	2.18950000E+001									FALSE	6	NP	F	0	-	574		FALSE	7	NP	F	0	-	721		TRUE	9	NP	F	0	-	920										
CaptivAte～裁き～	Bits	Bits	5500	8500	10000	20.552	0	TRUE	3	NP	F	0	-	214		FALSE	6	NP	F	0	-	435		TRUE	8	FC	AA	1100	1	663		TRUE	9	EX	AA	1468	2	897	2.05520000E+001									FALSE	5	NP	F	0	-	422		TRUE	9	NP	F	0	-	822		TRUE	11	NP	F	0	-	1110										
High School Love	Bits	Bits	4500	6500	9000	27.9125	0	TRUE	2	NP	F	0	-	204		FALSE	4	NP	F	0	-	438		FALSE	6	NP	F	0	-	788		TRUE	9	FC	AA	1925	2	1106	2.79125000E+001									FALSE	5	NP	F	0	-	439		FALSE	7	NP	F	0	-	771		TRUE	9	NP	F	0	-	1123										
The Smile of You	Bits	Bits	4000	6500	7500	22.485	0									FALSE	4	NP	F	0	-	472		FALSE	7	NP	F	0	-	658		TRUE	8	FC	AAA	1499	0	815	2.24850000E+001									FALSE	4	NP	F	0	-	523		FALSE	6	NP	F	0	-	697		TRUE	7	NP	F	0	-	904										
Fascination MAXX	Bits	Bits	9000	10500	12000	10.879	0									TRUE	9	HC	B	675	23	508		TRUE	11	NC	B	989	122	876	1.08790000E+001	TRUE	12	NP	F	0	-	1313										TRUE	9	NP	F	0	-	475		TRUE	10	NP	F	0	-	825		TRUE	12	NP	F	0	-	1167										
snow storm	Bits	Bits	4000	9500	11000	28.9855	0	TRUE	1	NP	F	0	-	118		FALSE	4	NP	F	0	-	403		TRUE	9	FC	AA	1999	1	1173	2.89855000E+001	TRUE	10	EX	A	2129	13	1409		TRUE	12	HC	B	2169	44	1709		FALSE	4	NP	F	0	-	407		TRUE	10	NP	F	0	-	1173		TRUE	12	NP	F	0	-	1750										
four-leaf	Bits	Bits	4000	7000	4000	19.026	0									FALSE	4	NP	F	0	-	386		FALSE	6	NP	F	0	-	642		TRUE	8	EX	AA	1359	6	867	1.90260000E+001									FALSE	4	NP	F	0	-	386		FALSE	8	NP	F	0	-	642																		
クルクル☆ラブ～Opioid Peptide MIX～	Bits	Bits	5000	8000	10000	23.733	0	TRUE	2	NP	F	0	-	216		FALSE	5	NP	F	0	-	500		TRUE	8	FC	AA	1312	1	766		TRUE	10	EX	A	1758	9	1144	2.37330000E+001									FALSE	5	NP	F	0	-	538		TRUE	8	NP	F	0	-	816		TRUE	10	NP	F	0	-	1182										
Anisakis -somatic mutation type"Forza"-	Bits	Bits	6000	10000	11500	29.322	0									FALSE	6	NP	F	0	-	631		TRUE	10	EX	AA	1765	7	1089		TRUE	11	EX	A	2172	16	1443	2.93220000E+001	TRUE	12	F	C	1842	291	1971		FALSE	6	NP	F	0	-	637		TRUE	10	NP	F	0	-	1291		TRUE	12	NP	F	0	-	1603		TRUE	12	NP	F	0	-	1956		
MENDES	Bits	Bits	6000	10500	12000	20.796	0									FALSE	6	NP	F	0	-	573		TRUE	11	HC	B	1733	36	1353	2.07960000E+001	TRUE	12	F	C	1857	183	1831										FALSE	6	NP	F	0	-	569		TRUE	10	NP	F	0	-	1231		TRUE	12	NP	F	0	-	1922										
Darling my LUV	Bits	Bits	4500	6500	4000	17.545	0									FALSE	4	NP	F	0	-	354		FALSE	6	NP	F	0	-	512		TRUE	8	FC	AA	1210	1	695	1.75450000E+001									FALSE	5	NP	F	0	-	345		FALSE	7	NP	F	0	-	576																		
MAX LOVE	Bits	Bits	6000	8500	10000	30.562	0									FALSE	5	NP	F	0	-	730		TRUE	8	FC	AA	1833	3	1100		TRUE	10	EX	AA	2183	17	1348	3.05620000E+001									FALSE	7	NP	F	0	-	752		TRUE	9	NP	F	0	-	1130		TRUE	10	NP	F	0	-	1572										
Blue Rain	Bits	Bits	6000	7500	10500	22.5585	0	TRUE	2	NP	F	0	-	174		FALSE	6	NP	F	0	-	514		TRUE	8	FC	AA	1345	1	812		TRUE	11	EX	A	1671	12	1149	2.25585000E+001	TRUE	12	F	C	1610	208	1702		FALSE	6	NP	F	0	-	587		TRUE	7	NP	F	0	-	803		TRUE	10	NP	F	0	-	1037		TRUE	12	NP	F	0	-	1662		
four pieces of heaven	Bits	Bits	5500	10000	11500	18.306	0									FALSE	5	NP	F	0	-	481		TRUE	10	EX	A	1356	15	988	1.83060000E+001	TRUE	11	HC	B	1522	35	1225		TRUE	12	NP	F	0	-	1518		FALSE	6	NP	F	0	-	481		TRUE	10	NP	F	0	-	965		TRUE	12	NP	F	0	-	1264		TRUE	12	NP	F	0	-	1560		
走馬灯 -The Last Song-	Bits	Bits	3000	4500	3500	18.3	0									FALSE	3	NP	F	0	-	258		FALSE	4	NP	F	0	-	464		TRUE	7	FC	AAA	1220	1	673	1.83000000E+001									FALSE	3	NP	F	0	-	258		FALSE	5	NP	F	0	-	465																		
THE DEEP STRIKER	Bits	Bits	5500	10000	11000	27.313	0	TRUE	2	NP	F	0	-	274		FALSE	6	NP	F	0	-	556		TRUE	10	EX	A	1732	11	1150		TRUE	11	HC	A	2101	47	1528	2.73130000E+001	TRUE	12	NC	B	2265	80	1778		FALSE	5	NP	F	0	-	622		TRUE	10	NP	F	0	-	1133		TRUE	11	NP	F	0	-	1451		TRUE	12	NP	F	0	-	1728		
STEEL NEEDLE	Sub	TRI3	0	0	0	20.604	0									TRUE	6	NP	F	0	-	560		TRUE	10	HC	A	1501	32	1121		TRUE	11	NC	A	1717	61	1269	2.06040000E+001	TRUE	12	NP	F	0	-	1701		TRUE	6	NP	F	0	-	575		TRUE	10	NP	F	0	-	1103		TRUE	11	NP	F	0	-	1367		TRUE	12	NP	F	0	-	1676		
SOUND OF GIALLARHORN	Bits	Bits	6000	9500	10500	33.912	0	TRUE	2	NP	F	0	-	257		FALSE	6	NP	F	0	-	708		TRUE	10	EX	A	2088	16	1405		TRUE	11	EX	A	2512	19	1668	3.39120000E+001									FALSE	6	NP	F	0	-	704		TRUE	9	NP	F	0	-	1227		TRUE	10	NP	F	0	-	1599										
REMINISCENCE	Bits	Bits	6000	9000	10500	26.628	0									FALSE	6	NP	F	0	-	643		TRUE	9	FC	AA	1582	2	939		TRUE	10	EX	AA	1902	11	1183	2.66280000E+001									FALSE	6	NP	F	0	-	643		TRUE	9	NP	F	0	-	946		TRUE	11	NP	F	0	-	1183										
PROMISE FOR LIFE	Bits	Bits	3500	6500	8000	24.495	0									FALSE	3	NP	F	0	-	305		FALSE	7	NP	F	0	-	753		TRUE	8	FC	AAA	1633	1	875	2.44950000E+001									FALSE	4	NP	F	0	-	286		FALSE	6	NP	F	0	-	570		TRUE	8	NP	F	0	-	746										
高高度降下低高度開傘	Bits	Bits	4500	8000	9500	23.2	0									FALSE	4	NP	F	0	-	466		FALSE	7	NP	F	0	-	777		TRUE	9	FC	AA	1600	1	1005	2.32000000E+001									FALSE	5	NP	F	0	-	475		FALSE	9	NP	F	0	-	842		TRUE	10	NP	F	0	-	1204										
oratio	Bits	Bits	7000	9500	12000	24.852	0									FALSE	7	NP	F	0	-	747		TRUE	10	EX	AA	1686	9	1056		TRUE	12	NC	A	2071	58	1493	2.48520000E+001									FALSE	7	NP	F	0	-	706		TRUE	9	NP	F	0	-	1061		TRUE	12	NP	F	0	-	1406										
Ristaccia	Bits	Bits	5500	8500	11000	24.563	0									FALSE	6	NP	F	0	-	609		TRUE	9	FC	AA	1694	0	1032	2.45630000E+001	TRUE	12	HC	A	1872	33	1386										FALSE	5	NP	F	0	-	400		TRUE	8	NP	F	0	-	936		TRUE	10	NP	F	0	-	1174		TRUE	11	NP	F	0	-	1265		
NEW GENERATION -もう、お前しか見えない-	Bits	Bits	5500	9000	10500	23.322	0									FALSE	5	NP	F	0	-	541		TRUE	9	EX	AA	1630	3	1011		TRUE	10	HC	A	1794	28	1342	2.33220000E+001	TRUE	12	NP	F	0	-	1895		FALSE	6	NP	F	0	-	556		TRUE	9	NP	F	0	-	969		TRUE	11	NP	F	0	-	1278		TRUE	12	NP	F	0	-	1834		
TROOPERS	Base	Base	0	0	0	27.638	0									TRUE	6	NP	F	0	-	625		TRUE	10	EX	AA	1901	19	1216		TRUE	12	HC	A	2126	59	1496	2.76380000E+001									TRUE	6	NP	F	0	-	625		TRUE	10	NP	F	0	-	1197		TRUE	12	NP	F	0	-	1616										
SHIFT	Bits	Bits	5000	8000	10000	22.68	0									FALSE	5	NP	F	0	-	506		TRUE	8	FC	AA	1258	2	725		TRUE	10	EX	AA	1620	4	1000	2.26800000E+001									FALSE	5	NP	F	0	-	541		TRUE	8	NP	F	0	-	758		TRUE	10	NP	F	0	-	1044										
マチ子の唄	Bits	Bits	4000	6500	8500	25.727	0									FALSE	4	NP	F	0	-	418		FALSE	6	NP	F	0	-	662		TRUE	8	FC	AA	1539	1	901		TRUE	11	HC	A	1979	53	1331	2.57270000E+001	FALSE	4	NP	F	0	-	428		FALSE	7	NP	F	0	-	636		TRUE	9	NP	F	0	-	879		TRUE	11	NP	F	0	-	1476		
beatonic nation	Bits	Bits	5000	7500	9500	24.038	0									FALSE	5	NP	F	0	-	640		TRUE	8	FC	AA	1626	0	955		TRUE	9	EX	AA	1717	13	1093	2.40380000E+001									FALSE	5	NP	F	0	-	664		TRUE	7	NP	F	0	-	999		TRUE	10	NP	F	0	-	1259										
State Of The Art	Base	Base	0	0	0	30.348	0									TRUE	5	NP	F	0	-	552		TRUE	8	EX	AA	1372	1	790		TRUE	11	EX	A	2248	17	1570	3.03480000E+001									TRUE	6	NP	F	0	-	541		TRUE	8	NP	F	0	-	806		TRUE	12	NP	F	0	-	1756										
end of world	Bits	Bits	5500	9500	10500	23.8275	0									FALSE	6	NP	F	0	-	523		TRUE	9	EX	AA	1541	1	924		TRUE	10	EX	A	1765	9	1268	2.38275000E+001									FALSE	5	NP	F	0	-	523		TRUE	10	NP	F	0	-	924		TRUE	11	NP	F	0	-	1357										
evergreen	Bits	Bits	5000	7500	10500	22.232	0									FALSE	5	NP	F	0	-	507		FALSE	7	NP	F	0	-	720		TRUE	10	EX	AA	1588	8	997	2.22320000E+001									FALSE	5	NP	F	0	-	519		FALSE	8	NP	F	0	-	740		TRUE	11	NP	F	0	-	1037										
ICARUS	Bits	Bits	7000	10000	12000	19.448	0									FALSE	7	NP	F	0	-	694		TRUE	10	HC	A	1496	27	1097	1.94480000E+001	TRUE	12	NC	B	1578	50	1301		TRUE	12	NP	F	0	-	2000		FALSE	7	NP	F	0	-	687		TRUE	10	NP	F	0	-	1038		TRUE	12	NP	F	0	-	1336		TRUE	12	NP	F	0	-	2000		
Dazzlin' Darlin	Bits	Bits	4500	7000	10500	28.1155	0	TRUE	2	NP	F	0	-	172		FALSE	4	NP	F	0	-	455		FALSE	7	NP	F	0	-	704		TRUE	10	FC	AA	1939	3	1115	2.81155000E+001									FALSE	5	NP	F	0	-	433		FALSE	7	NP	F	0	-	696		TRUE	11	NP	F	0	-	1052										
Do it!! Do it!!	Bits	Bits	6500	10000	11500	12.192	0									TRUE	8	EX	A	805	6	538		TRUE	10	HC	B	1016	35	816	1.21920000E+001	TRUE	11	NC	B	1097	81	987		TRUE	12	NP	F	0	-	1317		TRUE	5	NP	F	0	-	435		TRUE	10	NP	F	0	-	736		TRUE	12	NP	F	0	-	982		TRUE	12	NP	F	0	-	1312		
Time to Air	Bits	Bits	6500	9500	11000	28.782	0									FALSE	6	NP	F	0	-	640		TRUE	10	EX	AA	1676	7	1064		TRUE	11	HC	A	2214	42	1458	2.87820000E+001	TRUE	12	NP	F	0	-	1888		FALSE	7	NP	F	0	-	634		TRUE	9	NP	F	0	-	985		TRUE	11	NP	F	0	-	1325		TRUE	12	NP	F	0	-	1864		
Digitank System	Bits	Bits	5500	8500	10500	20.527	0									FALSE	6	NP	F	0	-	480		TRUE	9	HC	AA	1283	19	815		TRUE	11	HC	A	1579	26	1096	2.05270000E+001									FALSE	5	NP	F	0	-	482		TRUE	8	NP	F	0	-	813		TRUE	10	NP	F	0	-	1175										
madrugada	Bits	Bits	3500	7000	9500	21.7355	0									FALSE	4	NP	F	0	-	363		FALSE	7	NP	F	0	-	631		TRUE	9	FC	AA	1499	1	906	2.17355000E+001									FALSE	3	NP	F	0	-	319		FALSE	7	NP	F	0	-	623		TRUE	10	NP	F	0	-	938										
MENTAL MELTDOWN	Base	Base	0	0	0	26.065	0									TRUE	6	NP	F	0	-	609		TRUE	10	EX	A	1780	5	1176		TRUE	11	HC	A	2005	36	1443	2.60650000E+001									TRUE	6	NP	F	0	-	607		TRUE	9	NP	F	0	-	1024		TRUE	11	NP	F	0	-	1335										
ROCK ME NOW	Bits	Bits	5500	9000	5000	26.3925	0									FALSE	6	NP	F	0	-	524		TRUE	9	EX	AA	1386	15	843		TRUE	10	EX	A	1955	19	1266	2.63925000E+001									FALSE	5	NP	F	0	-	519		TRUE	9	NP	F	0	-	858																		
JOURNEY TO "FANTASICA" (IIDX LIMITED )	Bits	Bits	4500	8500	9500	22.4895	0									FALSE	4	NP	F	0	-	437		TRUE	8	FC	AA	1111	2	648		TRUE	9	FC	AA	1551	2	952	2.24895000E+001									FALSE	5	NP	F	0	-	469		TRUE	9	NP	F	0	-	710		TRUE	10	NP	F	0	-	1081										
soldier's waltz	Bits	Bits	4500	9000	5000	26.516	0									FALSE	5	NP	F	0	-	428		TRUE	9	FC	AA	1265	4	735		TRUE	10	EX	AA	1894	17	1200	2.65160000E+001									FALSE	4	NP	F	0	-	428		TRUE	9	NP	F	0	-	767																		
the trigger of innocence	Bits	Bits	5500	8000	9500	34.314	0									FALSE	5	NP	F	0	-	451		FALSE	7	NP	F	0	-	592		TRUE	9	FC	AAA	1714	0	924		TRUE	11	EX	AA	2451	17	1558	3.43140000E+001	FALSE	6	NP	F	0	-	597		FALSE	9	NP	F	0	-	1019		TRUE	10	NP	F	0	-	1527		TRUE	12	NP	F	0	-	2032		
少年A	Base	Base	0	0	0	23.5575	0									TRUE	6	NP	F	0	-	642		TRUE	10	EX	A	1745	12	1144	2.35575000E+001	TRUE	12	NC	B	1878	67	1449										TRUE	6	NP	F	0	-	681		TRUE	10	NP	F	0	-	1150		TRUE	12	NP	F	0	-	1356										
scar in the earth	Bits	Bits	4000	6000	8500	19.2995	0									FALSE	4	NP	F	0	-	335		FALSE	5	NP	F	0	-	565		TRUE	8	FC	AA	1331	1	766	1.92995000E+001									FALSE	4	NP	F	0	-	383		FALSE	7	NP	F	0	-	592		TRUE	9	NP	F	0	-	831										
satfinal	Base	Base	0	0	0	24.7805	0									TRUE	5	NP	F	0	-	548		TRUE	7	NP	F	0	-	722		TRUE	9	FC	AA	1709	0	963	2.47805000E+001									TRUE	6	NP	F	0	-	545		TRUE	8	NP	F	0	-	805		TRUE	10	NP	F	0	-	1016										
Wanna Party?	Bits	Bits	3500	6500	8500	25.116	0									FALSE	4	NP	F	0	-	386		FALSE	7	NP	F	0	-	599		TRUE	8	FC	AA	1333	2	762		TRUE	11	HC	A	1932	39	1300	2.51160000E+001	FALSE	3	NP	F	0	-	329		FALSE	6	NP	F	0	-	616		TRUE	9	NP	F	0	-	910		TRUE	12	NP	F	0	-	1326		
Now and Forever	Bits	Bits	5000	8500	10500	25.424	0									FALSE	5	NP	F	0	-	480		TRUE	8	FC	AA	1459	2	861		TRUE	10	EX	AA	1816	10	1159	2.54240000E+001									FALSE	5	NP	F	0	-	404		TRUE	9	NP	F	0	-	862		TRUE	11	NP	F	0	-	1306										
Freeway Shuffle	Base	Base	0	0	0	20.972	0	TRUE	2	NP	F	0	-	173		TRUE	4	NP	F	0	-	411		TRUE	7	NP	F	0	-	650		TRUE	10	EX	AA	1498	7	949	2.09720000E+001									TRUE	5	NP	F	0	-	416		TRUE	8	NP	F	0	-	669		TRUE	9	NP	F	0	-	916										
PARANOiA ～HADES～	Bits	Bits	7500	11000	12000	18.356	0									FALSE	7	NP	F	0	-	558		TRUE	11	HC	A	1412	24	954	1.83560000E+001	TRUE	12	F	C	1494	139	1395										FALSE	8	NP	F	0	-	600		TRUE	11	NP	F	0	-	989		TRUE	12	NP	F	0	-	1532										
TRIP MACHINE PhoeniX	Bits	Bits	6000	9000	10500	16.9695	0									FALSE	6	NP	F	0	-	353		TRUE	9	EX	A	1257	4	842	1.69695000E+001	TRUE	10	HC	B	1228	30	935										FALSE	6	NP	F	0	-	333		TRUE	9	NP	F	0	-	762		TRUE	11	NP	F	0	-	929										
Shades of Grey	Bits	Bits	5500	7500	9000	22.17	0									FALSE	5	NP	F	0	-	375		FALSE	6	NP	F	0	-	577		TRUE	8	FC	AAA	1478	1	827	2.21700000E+001									FALSE	6	NP	F	0	-	480		FALSE	9	NP	F	0	-	731		TRUE	10	NP	F	0	-	998										
Rising in the Sun(original mix)	Bits	Bits	5000	9000	11000	21.814	0									FALSE	5	NP	F	0	-	477		TRUE	9	EX	AA	1366	10	864		TRUE	11	HC	A	1678	35	1202	2.18140000E+001									FALSE	5	NP	F	0	-	477		TRUE	9	NP	F	0	-	839		TRUE	11	NP	F	0	-	1187										
華爛漫 -Flowers-	Sub	RT3	0	0	0	25.433	0	TRUE	2	NP	F	0	-	169		TRUE	6	NP	F	0	-	510		TRUE	8	FC	AA	1363	2	804		TRUE	10	FC	AA	1754	1	1029	2.54330000E+001	TRUE	12	NC	B	1855	101	1597		TRUE	7	NP	F	0	-	592		TRUE	9	NP	F	0	-	801		TRUE	10	NP	F	0	-	1011		TRUE	12	NP	F	0	-	1719		
ミラージュ・レジデンス	Bits	Bits	5500	9500	11000	29.554	0									FALSE	5	NP	F	0	-	575		TRUE	9	EX	AA	1847	4	1097		TRUE	10	EX	AA	2111	7	1345	2.95540000E+001									FALSE	6	NP	F	0	-	575		TRUE	10	NP	F	0	-	1073		TRUE	12	NP	F	0	-	1537										
in the Sky	Bits	Bits	7000	9500	11000	24.458	0									FALSE	7	NP	F	0	-	697		TRUE	9	EX	AA	1747	13	1079	2.44580000E+001	TRUE	11	HC	A	1876	44	1279										FALSE	7	NP	F	0	-	681		TRUE	10	NP	F	0	-	1040		TRUE	11	NP	F	0	-	1241										
LOVELY STORM	Bits	Bits	6500	9500	10500	28.809	0									FALSE	6	NP	F	0	-	679		TRUE	9	EX	AA	1753	13	1105		TRUE	10	EX	A	2134	23	1429	2.88090000E+001									FALSE	7	NP	F	0	-	733		TRUE	10	NP	F	0	-	1249		TRUE	11	NP	F	0	-	1418										
satellite020712 from "CODED ARMS"	Bits	Bits	7000	9500	11500	23.699	0									FALSE	6	NP	F	0	-	680		TRUE	9	EX	A	1501	15	983		TRUE	11	HC	A	1823	22	1293	2.36990000E+001									FALSE	8	NP	F	0	-	831		TRUE	10	NP	F	0	-	1199		TRUE	12	NP	F	0	-	1656										
Übertreffen	Bits	Bits	6500	10000	11000	24.07	0									FALSE	6	NP	F	0	-	555		TRUE	10	FC	AA	1660	1	1019	2.40700000E+001	TRUE	11	EX	A	1751	11	1280		TRUE	12	NC	B	1914	103	1655		FALSE	7	NP	F	0	-	536		TRUE	10	NP	F	0	-	953		TRUE	11	NP	F	0	-	1171		TRUE	12	NP	F	0	-	1583		
CaptivAte2～覚醒～	Bits	Bits	5500	9000	11000	21.632	0	TRUE	1	NP	F	0	-	123		FALSE	6	NP	F	0	-	564		TRUE	9	FC	AA	1438	5	894		TRUE	11	HC	A	1664	30	1221	2.16320000E+001	TRUE	12	EC	C	1581	139	1543		FALSE	5	NP	F	0	-	493		TRUE	9	NP	F	0	-	805		TRUE	11	NP	F	0	-	1235		TRUE	12	NP	F	0	-	1392		
翼	Bits	Bits	4500	7500	9000	29.75	0									FALSE	4	NP	F	0	-	454		FALSE	7	NP	F	0	-	765		TRUE	9	FC	AA	1597	5	988		TRUE	10	EX	AA	2125	5	1258	2.97500000E+001	FALSE	5	NP	F	0	-	503		FALSE	8	NP	F	0	-	838		TRUE	9	NP	F	0	-	1086		TRUE	11	NP	F	0	-	1447		
B4U(BEMANI FOR YOU MIX)	Bits	Bits	6500	9000	11000	28.74	0									FALSE	6	NP	F	0	-	615		TRUE	9	EX	AA	1929	12	1205		TRUE	11	HC	B	2395	35	1810	2.87400000E+001	TRUE	12	NP	F	0	-	2360		FALSE	7	NP	F	0	-	764		TRUE	9	NP	F	0	-	1189		TRUE	11	NP	F	0	-	1519		TRUE	12	NP	F	0	-	1986		
Colorful Cookie	Base	Base	0	0	0	27.202	0	TRUE	3	NP	F	0	-	338		TRUE	5	NP	F	0	-	570		TRUE	10	EX	AA	1943	8	1143	2.72020000E+001	TRUE	12	F	B	2121	110	1773										TRUE	7	NP	F	0	-	716		TRUE	10	NP	F	0	-	1220		TRUE	12	NP	F	0	-	1811										
V2	Bits	Bits	5500	10000	11000	29.484	0	TRUE	3	NP	F	0	-	400		FALSE	6	NP	F	0	-	751		TRUE	10	HC	A	2268	50	1620	2.94840000E+001	TRUE	11	NC	B	2319	90	1810										FALSE	5	NP	F	0	-	746		TRUE	10	NP	F	0	-	1408		TRUE	11	NP	F	0	-	1686										
天空脳番長危機十六連打	Bits	Bits	5000	10000	11000	23.8815	0									FALSE	5	NP	F	0	-	525		TRUE	10	EX	A	1644	9	1115		TRUE	11	EX	A	1769	15	1323	2.38815000E+001									FALSE	5	NP	F	0	-	525		TRUE	10	NP	F	0	-	1087		TRUE	11	NP	F	0	-	1309										
不沈艦CANDY	Bits	Bits	6000	9000	11500	23.212	0	TRUE	3	NP	F	0	-	306		FALSE	6	NP	F	0	-	601		TRUE	9	EX	AA	1658	5	1014	2.32120000E+001	TRUE	12	F	B	2138	126	1682										FALSE	6	NP	F	0	-	601		TRUE	9	NP	F	0	-	1018		TRUE	11	NP	F	0	-	1486										
HYPERION	Bits	Bits	6000	9000	11000	26.757	0									FALSE	6	NP	F	0	-	572		TRUE	9	EX	AA	1800	5	1072		TRUE	11	EX	A	1982	15	1385	2.67570000E+001									FALSE	6	NP	F	0	-	572		TRUE	9	NP	F	0	-	1047		TRUE	11	NP	F	0	-	1391										
BITTER CHOCOLATE STRIKER	Bits	Bits	5000	10000	11500	23.1	0									FALSE	5	NP	F	0	-	564		TRUE	10	EX	A	1707	6	1142		TRUE	12	F	B	2310	123	1990	2.31000000E+001									FALSE	5	NP	F	0	-	564		TRUE	10	NP	F	0	-	1141		TRUE	11	NP	F	0	-	1574										
